id	guid	telugu	roman	english	pronunciation	register	known_pct	new_words	island	rank	source	raw_rom	flags	notes	unlock_order	unlock_day
S1802	S06e53cb9732d	ప్లాన్ డిస్కస్ చెయ్యాలి.	plān ḍiskas cheyyāli.	We need to discuss the plan.	PLAN dihs-KUHS CHAY-yaa-lih		100		Work-2		anki	plan discuss cheyaali.				
S1803	S0b2797337e47	ప్లాన్ ఏంటి?	plān ēṇṭi?	What is the plan?	PLAN AYM-tih		100		Work-2		anki	plan emTi?				
S1804	S9df20ff56197	మంచి ప్లాన్ వెయ్యి.	manchi plān veyyi.	Make a good plan.	MUHN-chih PLAN VAY-yih		100		Work-2		anki	maMchi plan veyyi.				
S1805	S1d7e40c1a54d	నువ్వు ఫిక్స్ చేసావా?	nuvvu phiks chēsāvā?	Did you fix it?	NOOV-voo FIHKS CHAY-saa-vuh	informal	100		Work-2		anki	nuvvu fix chesaava?				
S1806	S62148929a288	మీటింగ్ స్టార్ట్ చేద్దాం.	mīṭing sṭārṭ chēddāṁ.	Let's start the meeting.	MEE-tihng START CHAYD-daam		100		Work-2		anki	meeting start cheddaaM.			404	27
S1807	Saae6a6063408	ఇది త్వరగా ఫినిష్ చెయ్యాలి.	idi tvaragā phiniṣ cheyyāli.	I need to finish this fast.	IH-dih THVUH-ruh-guh FIH-nihsh CHAY-yaa-lih		100		Work-2		anki	idi thvaraga finish cheyaali.				
S1808	Sabf85fe62c7e	ప్రాజెక్ట్ కంప్లీట్ అయ్యింది.	prājekṭ kamplīṭ ayyindi.	The project is completed.	PRAW-jehkt kuhm-PLEET EYE-yeen-dih		100		Work-2		anki	project complete ayyindi.			483	33
S1809	S4f1c277f9f48	అంతా కంప్లీట్ అయ్యింది.	antā kamplīṭ ayyindi.	Everything is completed.	UHN-taa kuhm-PLEET EYE-yeen-dih		100		Work-2		anki	antaa complete ayyindi.			483	33
S1810	S8de0b2584b6e	నువ్వు నాకు హెల్ప్ చేస్తావా?	nuvvu nāku help chēstāvā?	Can you help me?	NOOV-voo NAA-koo HEHLP CHAYS-taa-vuh	informal	100		Work-2		anki	nuvvu naaku help chestaava?				
S1811	Sc14f0466dc7b	నేను నీకు హెల్ప్ చేస్తాను.	nēnu nīku help chēstānu.	I will help you.	NAY-noo NEE-koo HEHLP CHAYS-taa-noo	informal	100		Work-2		anki	nenu neeku help chestaanu.			140	10
S1812	Sef02de902aed	నీ సహాయం కావాలి.	nī sahāyaṁ kāvāli.	I need your help.	NEE suh-HAA-yuhm KAA-vaa-lih	informal	100		Work-2		anki	nee sahaayaM kaavaali.			434	29
S1813	S7e7c02e6a7c2	సహాయానికి ధన్యవాదాలు.	sahāyāniki dhanyavādālu.	Thank you for the help.	suh-HAA-yaa-nih-kih DHUN-yuh-vaa-daa-loo		100		Work-2		anki	sahaayaaniki dhanyavaadaalu.			353	24
S1814	Sbda2cae54302	నాకు ఒక మంచి ఐడియా ఉంది.	nāku oka manchi aiḍiyā undi.	I have a good idea.	NAA-koo OH-kuh MUHN-chih eye-DEE-uh UHN-dih		100		Work-2		anki	naaku oka maMchi idea uMdi.			306	21
S1815	Sede92827d364	అది చెడ్డ ఐడియా.	adi cheḍḍa aiḍiyā.	That is a bad idea.	UH-dih CHEHD-duh eye-DEE-uh		100		Work-2		anki	adi cheDDa idea.			306	21
S1816	Sea4ee65a2486	నీ ఫీడ్‌బ్యాక్ చెప్పు.	nī phīḍbyāk cheppu.	Give me your feedback.	NEE FEED-bak CHEHP-poo	informal	100		Work-2		anki	nee feedback cheppu.			307	21
S1817	Sdb794b39a3c9	ఫీడ్‌బ్యాక్ బాగుంది.	phīḍbyāk bāgundi.	The feedback was good.	FEED-bak BAA-goon-dih		100		Work-2		anki	feedback baaguMdi.			307	21
S1818	S5d316a8bf2ef	నేను టెస్ట్ రన్ చెయ్యాలి.	nēnu ṭesṭ ran cheyyāli.	I need to run the test.	NAY-noo TEHST RUHN CHAY-yaa-lih		100		Work-2		anki	nenu test run cheyaali.				
S1819	Saf285dd534fc	టెస్ట్ పాస్ అయ్యింది.	ṭesṭ pās ayyindi.	The test passed.	TEHST PAAS EYE-yeen-dih		100		Work-2		anki	test pass ayyindi.				
S1820	Sb6d5a5e7a91e	కోడ్ లో ఒక బగ్ ఉంది.	kōḍ lō oka bag undi.	There is a bug in the code.	KOHD LOH OH-kuh BUHG UHN-dih		100		Work-2		anki	code lo oka bug uMdi.				
S1821	S42eb8adad586	నేను బగ్ ఫిక్స్ చేసాను.	nēnu bag phiks chēsānu.	I fixed the bug.	NAY-noo BUHG FIHKS CHAY-saa-noo		100		Work-2		anki	nenu bug fix chesaanu.			752	51
S1822	Sf69b0ecb0f55	డిప్లాయ్ అయ్యింది.	ḍiplāy ayyindi.	Deploy is done.	dih-PLOY EYE-yeen-dih		100		Work-2		anki	deploy ayyindi.			587	40
S1823	Sae0b367d55a0	ఇది కొత్త ఫీచర్.	idi kotta phīchar.	This is a new feature.	IH-dih KOH-thuh FEE-chuhr		100		Work-2		anki	idi kotha feature.			588	40
S1824	S1cdb2ea60480	ఆ ఫీచర్ రెడీ కాలే.	ā phīchar reḍī kālē.	That feature is not ready.	AA FEE-chuhr REH-dee KAA-leh		100		Work-2		anki	aa feature ready kaale.				
S1825	S41fb41a76772	డిజైన్ బాగుంది.	ḍijain bāgundi.	The design is nice.	dih-ZINE BAA-goon-dih		100		Work-2		anki	design baaguMdi.			589	40
S1826	S0f3338abb799	డిజైన్ మార్చాలి.	ḍijain mārchāli.	We need to change the design.	dih-ZINE MAAR-chaa-lih		100		Work-2		anki	design maarchaali.				
S1827	S0065ce4c7817	నేను రివ్యూ చేస్తాను.	nēnu rivyū chēstānu.	I will do the review.	NAY-noo rih-VYOO CHAYS-taa-noo		100		Work-2		anki	nenu review chestaanu.			475	32
S1828	S95d7dfcd9342	రివ్యూ అయ్యిందా?	rivyū ayyindā?	Did you finish the review?	rih-VYOO EYE-yeen-daa		100		Work-2		anki	review ayyindaa?				
S1829	S7e34a181ea97	మేనేజర్ అప్రూవ్ చేస్తాడు.	mēnējar aprūv chēstāḍu.	The manager will approve.	MA-nuh-juhr uh-PROOV CHAYS-taa-doo		100		Work-2		anki	manager approve chestaaDu.				
S1830	S0efe93c11b4a	ఇది రిజెక్ట్ చెయ్యకు.	idi rijekṭ cheyyaku.	Don't reject this.	IH-dih rih-JEHKT CHAY-yuh-koo		100		Work-2		anki	idi reject cheyaku.				
S1831	Sb1fc0127767d	నాకు నా జాబ్ ఇష్టం.	nāku nā jāb iṣṭaṁ.	I like my job.	NAA-koo NAA JAAB IHSH-tuhm		100		Work-2		anki	naaku naa jaab ishtaM.			325	22
S1832	S376193123ca9	అంతా సెట్టింగ్ అయ్యింది.	antā seṭṭing ayyindi.	Everything is arranged.	UHN-taa SEH-taing EYE-yeen-dih		100		Work-2		anki	antaa settaiMg ayyindi.			577	39
S1833	S48307a7c44d7	సెట్టింగ్ అయ్యిపోయింది.	seṭṭing ayyipōyindi.	The arrangement is done.	SEH-taing EYE-yih-poh-yihn-dih		100		Work-2		anki	settaiMg ayyipooyiMdi.				
S1834	S694d54651771	ఈ పని ఇంకా పెండింగ్ లో ఉంది.	ī pani inkā peṇḍing lō undi.	This task is still pending.	EE PUH-nih IHN-kaa PEHN-dihng LOH UHN-dih		100		Work-2		anki	ee pani iMkaa pending lo uMdi.				
S1835	S5104ec71d131	ఎన్ని పెండింగ్ లో ఉన్నాయి?	enni peṇḍing lō unnāyi?	How many items are pending?	EHN-nih PEHN-dihng LOH UHN-naa-yih		100		Work-2		anki	enni pending lo unnayi?				
S1836	S9f07f1b2c08e	నేను కార్ లో వచ్చాను.	nēnu kār lō vachchānu.	I came by car.	NAY-noo KAAR LOH VUHCH-chaa-noo		100		Transport		anki	nenu car lo vacchaanu.				
S1837	Sfc57dab8eb3a	కార్ స్టార్ట్ చెయ్యి.	kār sṭārṭ cheyyi.	Start the car.	KAAR START CHAY-yih		100		Transport		anki	car start cheyyi.				
S1838	S17f7ab6e3dd5	బస్ లేట్ గా వస్తొంది.	bas lēṭ gā vastondi.	The bus is late.	BUHS LAYT-gaa VUHS-tohn-dih		100		Transport		anki	bus late gaa vastoMdi.				
S1839	Sc86e91ec39a3	స్టేషన్ కి ఏ బస్ వెళ్తుంది?	sṭēṣan ki ē bas veḷtundi?	Which bus goes to the station?	STAY-shuhn kih AY BUHS VEHL-toon-dih		100		Transport		anki	station ki e bus veLtuMdi?				
S1840	S9c2e8e18fc20	నాకు బస్ మిస్ అయ్యింది.	nāku bas mis ayyindi.	I missed the bus.	NAA-koo BUHS MIHS EYE-yeen-dih		100		Transport		anki	naaku bus miss ayyindi.			347	24
S1841	S548b86e43804	ఆటో పిలువు.	āṭō piluvu.	Call an auto.	AW-toh PIH-loo-voo		100		Transport		anki	auto piluvu.				
S1842	S18b9c4fc97c4	ఆటో వాడు ఒప్పుకోట్లే.	āṭō vāḍu oppukōṭlē.	The auto driver is not agreeing.	AW-toh VAA-doo OHP-poo-koht-leh	informal	100		Transport		anki	auto vaaDu oppukotle.				
S1843	Sdfbedafb9bed	ట్రైన్ ఆరు గంటలకు.	ṭrain āru gaṇṭalaku.	The train is at 6 o'clock.	TRAYN AA-roo GUHN-tuh-luh-koo		100		Transport		anki	train aaRu gaMTalaku.				
S1844	S989688720faa	అతడు బైక్ మీద వచ్చాడు.	ataḍu baik mīda vachchāḍu.	He came on his bike.	UH-taa-doo BIKE MEE-dhuh VUHCH-chaa-doo		100		Transport		anki	ataaDu bike meedha vacchaaDu.				
S1845	S58d9c39b9ce3	బైక్ కి పెట్రోల్ కావాలి.	baik ki peṭrōl kāvāli.	The bike needs petrol.	BIKE kih PEHT-rohl KAA-vaa-lih		100		Transport		anki	bike ki petrol kaavaali.				
S1846	Sff25a6b83426	నేను బైక్ మీద ఆఫీస్ కి వెళ్తాను.	nēnu baik mīda āphīs ki veḷtānu.	I ride a bike to office.	NAY-noo BIKE MEE-dhuh AW-fihs kih VEHL-taa-noo		100		Transport		anki	nenu bike meedha office ki veLtaanu.				
S1847	S1f193d509b7d	ఊబర్ చీప్ గా ఉంది.	ūbar chīp gā undi.	Uber is cheaper.	OO-buhr CHEEP-gaa UHN-dih		100		Transport		anki	Uber cheap gaa uMdi.				
S1848	S55825a9f1e72	నాకు రెండు టికెట్స్ కావాలి.	nāku reṇḍu ṭikeṭs kāvāli.	I need two tickets.	NAA-koo REHN-doo TIH-kehts KAA-vaa-lih		100		Transport		anki	naaku reMDu tickets kaavaali.			502	34
S1849	S3795db7012be	టికెట్ కౌంటర్ ఎక్కడ?	ṭikeṭ kauṇṭar ekkaḍa?	Where is the ticket counter?	TIH-keht KOWN-tuhr EHK-kuh-duh		100		Transport		anki	ticket counter ekkaDa?			748	50
S1850	S573d347d5df6	స్టేషన్ దగ్గర్లో ఉంది.	sṭēṣan daggarlō undi.	The station is nearby.	STAY-shuhn DHUHG-guhr-loh UHN-dih		100		Transport		anki	station dhaggarlo uMdi.				
S1851	S13f45482b613	త్వరగా స్టేషన్ కి వెళ్ళు.	tvaragā sṭēṣan ki veḷḷu.	Go to the station quickly.	THVUH-ruh-guh STAY-shuhn kih VEHL-loo		100		Transport		anki	thvaraga station ki veLLu.				
S1852	S6e03b29d32ef	నేను ఎయిర్‌పోర్ట్ లో ఉన్నాను.	nēnu eyirpōrṭ lō unnānu.	I am at the airport.	NAY-noo EHR-port LOH UHN-naa-noo		100		Transport		anki	nenu airport lo unnaanu.				
S1853	Sb542e9eea5bf	నేను నడుపు నేర్చుకుంటున్నాను.	nēnu naḍupu nērchukuṇṭunnānu.	I am learning driving.	NAY-noo NUH-doo-poo NAYR-choo-koon-too-nnaa-noo		100		Transport		anki	nenu naDupu nerchukuntunnaanu.			235	16
S1854	S5c8a9392301f	అతడి నడుపు భయంగా ఉంది.	ataḍi naḍupu bhayangā undi.	His driving is scary.	UH-taa-dih NUH-doo-poo BHUH-yuhm-gaa UHN-dih		100		Transport		anki	ataaDi naDupu bhayaMgaa uMdi.				
S1855	S42ee442e80d8	ట్రాఫిక్ చాలా ఎక్కువ ఉంది.	ṭrāphik chālā ekkuva undi.	There is too much traffic.	TRA-fihk CHAA-laa EHK-koo-vuh UHN-dih		100		Transport		anki	traffic chaalaa ekkuva uMdi.			252	17
S1856	S6ff08bd69a6b	ప్రయాణం చాలా దూరం.	prayāṇaṁ chālā dūraṁ.	The journey is long.	pruh-YAA-nuhm CHAA-laa DOO-ruhm		100		Transport		anki	prayanam chaalaa dooraM.			430	29
S1857	S107403f75d10	శుభ ప్రయాణం.	śubha prayāṇaṁ.	Have a safe journey.	SHOO-bhuh pruh-YAA-nuhm		100		Transport		anki	shubha prayanam.			431	29
S1858	S2877d049f982	తిరుగుదాం రా.	tirugudāṁ rā.	Let's go roaming around.	TIH-roo-goo-daam RAA		100		Transport		anki	tirugudaaM raa.			537	36
S1859	Sd3d7e1ecc762	అతడు ఎప్పుడూ తిరుగుతుంటాడు.	ataḍu eppuḍū tirugutuṇṭāḍu.	He is always roaming.	UH-taa-doo EHP-poo-doo TIH-roo-goo-toon-taa-doo		100		Transport		anki	ataaDu eppuDuu tirugutuMTaaDu.				
S1860	Sd7b3414b6e7e	నేను పది నిమిషాల్లో చేరాను.	nēnu padi nimiṣāllō chērānu.	I will reach in ten minutes.	NAY-noo PUHT-too NIH-mih-shaa-loh CHAY-raa-noo		100		Transport		anki	nenu pattu nimishaaalo cheraanu.				
S1861	S8acbd8a033cf	మనం హోటల్ కి చేరాము.	manaṁ hōṭal ki chērāmu.	We reached the hotel.	MUH-nuhm HOH-tehl kih CHAY-raa-moo		100		Transport		anki	manam hotel ki cheraamu.				
S1862	S6d8dc0249f39	ఇల్లు చేరావా?	illu chērāvā?	Did you reach home?	IHL-loo CHAY-raa-vaa		100		Transport		anki	illu cheraavaa?				
S1863	Sd7abad94a567	నువ్వు ఎప్పుడు బయలుదేరుతావు?	nuvvu eppuḍu bayaludērutāvu?	When are you departing?	NOOV-voo EHP-poo-doo BUH-yuh-luh-DAY-roo-taa-voo	informal	100		Transport		anki	nuvvu eppuDu bayaladerutaavu?			442	30
S1864	S48ae3d03d962	నేను ఇప్పుడు బయలుదేరుతున్నాను.	nēnu ippuḍu bayaludērutunnānu.	I am departing now.	NAY-noo IHP-poo-doo BUH-yuh-luh-DAY-roo-too-nnaa-noo		100		Transport		anki	nenu ippuDu bayaladerutunnaanu.			296	20
S1865	S1566e5a73eda	ఆగిప్పో! వెళ్ళకు.	āgippō! veḷḷaku.	Stop! Don't go.	AA-gihp-poh VEHL-luh-koo		100		Transport		anki	Agippo! veLLaku.				
S1866	S8179ca92f4b6	కార్ ఇక్కడ ఆగిప్పో.	kār ikkaḍa āgippō.	Stop the car here.	KAAR IHK-kuh-duh AA-gihp-poh		100		Transport		anki	car ikkaDa Agippo.				
S1867	S7e2117fb0e48	ఆగు, ఒక నిమిషం.	āgu, oka nimiṣaṁ.	Wait, stop for a minute.	AA-goo OH-kuh NIH-mih-shuhm		100		Transport		anki	Aagu, oka nimishaM.			231	16
S1868	S91bb6affd3c9	కార్ లో పెట్రోల్ పొయ్యించు.	kār lō peṭrōl poyyinchu.	Fill petrol in the car.	KAAR LOH PEHT-rohl POH-yihn-choo		100		Transport		anki	car lo petrol poyyiMchu.				
S1869	Sd86274ddf888	పెట్రోల్ చాలా ఖరీదు.	peṭrōl chālā kharīdu.	Petrol is very expensive.	PEHT-rohl CHAA-laa KHUH-ree-doo		100		Transport		anki	petrol chaalaa khareedhu.				
S1870	S474f41ad5d2b	ఎడమ మళ్ళింపు తీసుకో.	eḍama maḷḷimpu tīsukō.	Take a left turn.	EH-duh-muh MUHL-lihm-poo TEE-soo-koh		100		Transport		anki	eDama maLLiMpu teesuko.			712	48
S1871	S7f33ac2e0d60	ఇక్కడ కుడి వైపుకి మళ్ళు.	ikkaḍa kuḍi vaipuki maḷḷu.	Take a right turn here.	IHK-kuh-duh KOO-dih VYE-poo-kih MUHL-loo		100		Transport		anki	ikkaDa kuDi vaipuki maLLu.				
S1872	S546b66367329	స్పీడ్ గా నడపకు.	spīḍ gā naḍapaku.	Don't drive fast.	SPEED-gaa NUH-duh-puh-koo		100		Transport		anki	speed gaa naDapaku.				
S1873	S5078abec26f8	మెల్లగా వెళ్ళు.	mellagā veḷḷu.	Go slowly.	MEHL-luh-guh VEHL-loo		100		Transport		anki	mellaga veLLu.			158	11
S1874	Sa16a981c6f8d	కార్ అక్కడ పార్క్ చెయ్యి.	kār akkaḍa pārk cheyyi.	Park the car over there.	KAAR UHK-kuh-duh PAHRK CHAY-yih		100		Transport		anki	car akkaDa park cheyyi.				
S1875	Sd62b6dc61f99	నేను ఎక్కడ పార్క్ చెయ్యాలి?	nēnu ekkaḍa pārk cheyyāli?	Where should I park?	NAY-noo EHK-kuh-duh PAHRK CHAY-yaa-lih		100		Transport		anki	nenu ekkaDa park cheyaali?				
S1876	S961b097bf87f	మనం సమయానికి చేరాము.	manaṁ samayāniki chērāmu.	We reached on time.	MUH-nuhm suh-MUH-yaa-nih-kih CHAY-raa-moo		100		Transport		anki	manam samayaaniki cheraamu.				
S1877	S0dc1eab7e8ac	సమయానికి రా.	samayāniki rā.	Come on time.	suh-MUH-yaa-nih-kih RAA		100		Transport		anki	samayaaniki raa.			503	34
S1878	S4ba954e87030	జాగ్రత్తగా నడుపు.	jāgrattagā naḍupu.	Drive carefully.	JAA-gruht-thuh-gaa NUH-doo-poo		100		Transport		anki	jaagratthagaa naDupu.			520	35
S1879	S717a1d775fc9	నాకు దిక్కులు తెలీవు.	nāku dikkulu telīvu.	I don't know the directions.	NAA-koo DIHK-koo-loo TEH-lee-voo		100		Transport		anki	naaku dikkulu teleevu.				
S1880	S5c38a51d1582	నేను ఇల్లు కి వెళ్తున్నాను.	nēnu illu ki veḷtunnānu.	I am going home.	NAY-noo IHL-loo kih VEHL-too-nnaa-noo		100		Home		anki	nenu illu ki veLtunnaanu.				
S1881	Sb4fb3f79f34b	ఇల్లు పెద్దది.	illu peddadi.	The house is big.	IHL-loo PEHD-dhuh-dhih		100		Home		anki	illu peddhadhi.			216	15
S1882	S511594df4db1	నా ఇల్లు కి రా.	nā illu ki rā.	Come to my house.	NAA IHL-loo kih RAA		100		Home		anki	naa illu ki raa.				
S1883	S61f9300385fe	వేరే గది కి వెళ్ళు.	vērē gadi ki veḷḷu.	Go to the other room.	VAY-reh GUH-dih kih VEHL-loo		100		Home		anki	vere gadi ki veLLu.				
S1884	Sdec1e760edbe	బెడ్‌రూమ్ పై అట ఉంది.	beḍrūm pai aṭa undi.	The bedroom is upstairs.	BED-room PYE UH-tuh UHN-dih		100		Home		anki	bedroom pai aTa uMdi.				
S1885	Sac223589a07f	బెడ్‌రూమ్ శుభ్రం చెయ్యి.	beḍrūm śubhraṁ cheyyi.	Clean the bedroom.	BED-room SHUH-bruhm CHAY-yih		100		Home		anki	bedroom shabraM cheyyi.				
S1886	Seee0ce7bee10	బాత్‌రూమ్ కి వెళ్ళు.	bātrūm ki veḷḷu.	Go to the bathroom.	BAATH-room kih VEHL-loo		100		Home		anki	bathroom ki veLLu.				
S1887	S889f1bcb5b56	బాత్‌రూమ్ లో ఎవరో ఉన్నారు.	bātrūm lō evarō unnāru.	The bathroom is occupied.	BAATH-room LOH EH-vuh-roh UHN-naa-roo	respectful	100		Home		anki	bathroom lo evarao unnaaru.				
S1888	S1c6367e11d98	అమ్మ వంటిల్లో ఉంది.	amma vaṇṭillō undi.	Mom is in the kitchen.	UHM-muh VUHN-tihl-loh UHN-dih		100		Home		anki	amma vaMTiLLo uMdi.			739	50
S1889	Sc198f11c91e9	వంటిల్లు చాలా చిన్నది.	vaṇṭillu chālā chinnadi.	The kitchen is very small.	VUHN-tihl-loo CHAA-laa CHIHN-nuh-dhih		100		Home		anki	vaMTiLLu chaalaa chinnadhi.			713	48
S1890	S673a720178ab	అందరూ హాల్ లో కూర్చొండి.	andarū hāl lō kūrchoṇḍi.	Everyone sit in the hall.	UHN-duh-roo HAWL LOH KOOR-chohn-dih	respectful	100		Home		anki	aMdaruu hall lo kuurchoMDi.				
S1891	Sf86d6f147c5e	హాల్ చాలా పెద్దది.	hāl chālā peddadi.	The hall is big.	HAWL CHAA-laa PEHD-dhuh-dhih		100		Home		anki	hall chaalaa peddhadhi.			592	40
S1892	S4623f8616036	తలుపు వెయ్యి.	talupu veyyi.	Close the door.	TUH-luh-poo VEE-yih		100		Home		anki	talapu veeyyi.			595	40
S1893	S81c66e10f176	ఎవరో తలుపు కొడ్తున్నారు.	evarō talupu koḍ tunnāru.	Someone is knocking the door.	EH-vuh-roh TUH-luh-poo KOHD-too-nnaa-roo	respectful	100		Home		anki	evarao talapu koDtunnaaru.	respaced			
S1894	Sbe0dd67647dc	కిటికీ వెయ్యి, చలిగా ఉంది.	kiṭikī veyyi, chaligā undi.	Close the window, it's cold.	KIH-tih-kee VEE-yih CHUH-lih-gaa UHN-dih		100		Home		anki	kiTikee veeyyi, chali gaa uMdi.			597	40
S1895	Sd64768f255a7	గోడ కి ఆనుకోవద్దు.	gōḍa ki ānukōvaddu.	Don't lean on the wall.	GAA-dih kih UH-noo-koh-VUHD-doo		100		Home		anki	gaaDi ki anukovaDDu.				
S1896	S4fb8a79f9906	గోడ కి తెల్లటగా రంగు వెయ్యి.	gōḍa ki tellaṭagā rangu veyyi.	Paint the wall white.	GAA-dih kih TEHL-luh-tuh-gaa RUHM-goo VAY-yih		100		Home		anki	gaaDi ki tellaTagaa raMMgu veyyi.				
S1897	Sc93f202d58ff	పైకప్పు నీళ్ళు కారుస్తొంది.	paikappu nīḷḷu kārustondi.	The roof is leaking.	PIH-loo-poo NEEN-dih KAA-roos-tohn-dih		100		Home		anki	pilupu nIMDi kaarustoMdi.				
S1898	Sca98ed87a315	ఫ్యాన్ పైకప్పు మీద ఉంది.	phyān paikappu mīda undi.	The fan is on the ceiling.	FAN PIH-loo-poo MEE-dhuh UHN-dih		100		Home		anki	fan pilupu meedha uMdi.			601	41
S1899	S37f6ca4d0c1a	మంచం మీద కూర్చో.	manchaṁ mīda kūrchō.	Sit on the bed.	MUHN-chuhm MEE-dhuh KOOR-choh		100		Home		anki	maMchaM meedha kuurcho.			322	22
S1900	S4925680683fe	మంచం చాలా కంఫర్టబుల్ గా ఉంది.	manchaṁ chālā kampharṭabul gā undi.	The bed is very comfortable.	MUHN-chuhm CHAA-laa KUHM-fuhr-tuh-buhl-gaa UHN-dih		100		Home		anki	maMchaM chaalaa comfortable gaa uMdi.				
S1901	Sc43b611db2a2	కుర్చీ తీసుకురా.	kurchī tīsukurā.	Bring a chair.	KOOR-chih TEE-soo-koo-raa		100		Home		anki	kurchi teesukuraa.			211	15
S1902	Sfec4afe9892b	కుర్చీ లో కూర్చో.	kurchī lō kūrchō.	Sit on the chair.	KOOR-chih LOH KOOR-choh		100		Home		anki	kurchi lo kuurcho.				
S1903	S311f1c8ff927	పుస్తకాలు బల్ల మీద పెట్టు.	pustakālu balla mīda peṭṭu.	Keep the books on the table.	POOS-tuh-kaa-loo BUHL-luh MEE-dhuh PEHT-too		100		Home		anki	pustakaaLu balla meedha peTTu.				
S1904	S91304c8afa56	బల్ల మాసినగా ఉంది.	balla māsinagā undi.	The table is dirty.	BUHL-luh MAA-sih-nuh-gaa UHN-dih		100		Home		anki	balla maasina gaa uMdi.				
S1905	S2125192783d4	బట్టలు అల్మారా లో పెట్టు.	baṭṭalu almārā lō peṭṭu.	Put clothes in the cupboard.	BUHT-tuh-loo uhl-MAA-raa LOH PEHT-too		100		Home		anki	baTTaLu almaaraa lo peTTu.				
S1906	S4e6386685d29	అల్మారా నిండిపోయింది.	almārā niṇḍipōyindi.	The cupboard is full.	uhl-MAA-raa NIHN-dih-poh-yihn-dih		100		Home		anki	almaaraa niMDipoyiMdi.				
S1907	Sba80e47091a0	టీవీ వెయ్యి.	ṭīvī veyyi.	Turn on the TV.	TEE-vee VAY-yih		100		Home		anki	TV veyyi.			598	40
S1908	Sc264f0f78995	ఏసీ వెయ్యి.	ēsī veyyi.	Turn on the AC.	AY-see VAY-yih		100		Home		anki	AC veyyi.			599	40
S1909	Sa9359d563127	ఫ్యాన్ వెయ్యి.	phyān veyyi.	Turn on the fan.	FAN VAY-yih		100		Home		anki	fan veyyi.			600	40
S1910	S64856c725971	ఫ్యాన్ పని చెయ్యట్లే.	phyān pani cheyyaṭlē.	The fan is not working.	FAN PUH-nih CHAY-yuh-tleh		100		Home		anki	fan pani cheyatle.				
S1911	S273244cff4c1	లైట్ వెయ్యి.	laiṭ veyyi.	Turn on the light.	LITE VAY-yih		100		Home		anki	light veyyi.			594	40
S1912	S8a9c730c5f85	కరెంట్ ఎప్పుడు వస్తుంది?	kareṇṭ eppuḍu vastundi?	When will electricity come?	KUH-rehnt EHP-poo-doo VUHS-toon-dih		100		Home		anki	current eppuDu vastuMdi?			308	21
S1913	S8c6f211fc201	స్విచ్ నొక్కు.	svich nokku.	Press the switch.	SWITCH NOH-koo		100		Home		anki	switch noku.			933	63
S1914	S7b49d46995eb	స్విచ్ పని చెయ్యట్లే.	svich pani cheyyaṭlē.	The switch is not working.	SWITCH PUH-nih CHAY-yuh-tleh		100		Home		anki	switch pani cheyatle.				
S1915	Sc0bb29a370a7	తలుపు కి తాళం వెయ్యి.	talupu ki tāḷaṁ veyyi.	Lock the door.	TUH-luh-poo kih TAA-luhm VAY-yih		100		Home		anki	talapu ki taaLaM veyyi.				
S1916	Sb697005064a1	చవి ఎక్కడ?	chavi ekkaḍa?	Where is the key?	CHUH-vih EHK-kuh-duh		100		Home		anki	chavi ekkaDa?				
S1917	Sf3a13314498a	సామాను సర్దు చెయ్యి.	sāmānu sardu cheyyi.	Pack the belongings.	SAA-maa-noo SUH-rood-doo CHAY-yih		100		Home		anki	saamaanu saruddu cheyyi.				
S1918	Sef80377422dc	ఇల్లు శుభ్రంగా ఉంది.	illu śubhrangā undi.	The house is clean.	IHL-loo SHOO-bhruhm-gaa UHN-dih		100		Home		anki	illu shubhraMgaa uMdi.			213	15
S1919	S37fff46d3c18	శుభ్రంగా పెట్టు.	śubhrangā peṭṭu.	Keep it clean.	SHOO-bhruhm-gaa PEHT-too		100		Home		anki	shubhraMgaa peTTu.			213	15
S1920	Sd7fb0b54b46f	బట్టలు మాసినగా ఉన్నాయి.	baṭṭalu māsinagā unnāyi.	The clothes are dirty.	BUHT-tuh-loo MAA-sih-nuh-gaa UHN-naa-yih		100		Home		anki	baTTaLu maasina gaa unnayi.			350	24
S1921	S5261ba8becb2	ఈ గది మాసినగా ఉంది.	ī gadi māsinagā undi.	This room is dirty.	EE GUH-dih MAA-sih-nuh-gaa UHN-dih		100		Home		anki	ee gadi maasina gaa uMdi.			350	24
S1922	Se11bcad2d91d	గది సర్దు చెయ్యి.	gadi sardu cheyyi.	Tidy up the room.	GUH-dih SUH-rood-doo CHAY-yih		100		Home		anki	gadi saruddu cheyyi.				
S1923	S5ba21eefc58d	నేను అంతా సర్దు చేసాను.	nēnu antā sardu chēsānu.	I arranged everything.	NAY-noo UHN-taa SUH-rood-doo CHAY-saa-noo		100		Home		anki	nenu antaa saruddu chesaanu.			506	34
S1924	S5446bd03c6cb	ఇల్లు ఊడుచు.	illu ūḍuchu.	Sweep the house.	IHL-loo OO-too-koo		100		Home		anki	illu uutuku.			714	48
S1925	Sd11e5e146ae2	నేల ఊడుచావా?	nēla ūḍuchāvā?	Did you sweep the floor?	NEE-luh OO-too-kaa-vaa		100		Home		anki	neela uutukaavaa?				
S1926	S11b714e0a196	బట్టలు ఎండబెట్టు.	baṭṭalu eṇḍabeṭṭu.	Dry the clothes in the sun.	BUHT-tuh-loo EHN-duh-BEHT-too		100		Home		anki	baTTaLu enDabeTTu.			715	48
