kind	num	page	english	raw_rom	telugu	scripts	flags
sentence	507	59	Do not gesture	Sangnya cheyakandi	సంజ్ఞచేయకండి	telugu	
sentence	508	60	Wear the shirt	Chokka dharinchandi	చొక్కా ధరించండి	telugu	
sentence	509	60	You will learn	Miru nerchukuntaru	మీరునేర్చుకుంటారు	telugu	
sentence	510	60	You are a girl	Miru oka ammayi	మీరుఒకఅమ్మాయి	telugu	
sentence	511	60	It was written	Adi vrayabadinadi	అది వ్రాయబడినది	telugu	
sentence	512	60	Think about me	Na gurinchi alochinchandi	నా గురించి ఆలోచించండి	telugu	
sentence	513	60	Do not overeat	Athiga thinakandi	అతిగా తినకండి	telugu	
sentence	514	60	Mend your ways	Mi margalanu chakkadiddukondi	మీ మార్గాలనుచక్కదిద్దుకోండి	telugu	
sentence	515	60	He saddened me	Ayana nannu badhapettaru	ఆయననన్నుబాధపెట్టారు	telugu	
sentence	516	60	Don't touch it	Danni thakakandi	దాన్ని తాకకండి	telugu	
sentence	517	60	Don't be hasty	Thondarapadakandi	తొందరపడకండి	telugu	
sentence	518	60	Don't hesitate	Mohamatam padakandi	మొహమాటంపడకండి	telugu	
sentence	519	60	Remind me at	Enimidi gantalaku naku gurtu cheyandi	ఎనిమిది గంటలకునాకుగుర్తుచేయండి	telugu	
sentence	520	60	Don't sit idle	Panilekunda kurchokandi	పనిలేకుండా కూర్చోకండి	telugu	
sentence	521	61	Don't annoy me	Nannu badhinchakandi	నన్నుబాధించకండి	telugu	
sentence	522	61	I play cricket	Nenu cricket aduthanu	నేనుక్రికెట్ఆడతాను	telugu	
sentence	523	61	I have to play	Nenu adali	నేనుఆడాలి	telugu	
sentence	524	61	Light the lamp	Deepam veliginchandi	దీపంవెలిగించండి	telugu	
sentence	525	61	It's all right	Sare alage	సరే అలాగే	telugu	
sentence	526	61	He was awkward	Ayana ibbandikaranga unnaru	ఆయనఇబ్బందికరంగా ఉన్నారు	telugu	
sentence	527	61	Mom is at home	Amma intlo undi	అమ్మఇంట్లోఉంది	telugu	
sentence	528	61	He makes me go	c nannu vellela chestaru	ఆయననన్నువెళ్లేలా చేస్తారు	telugu	
sentence	529	61	You may go now	Miru ippudu vellavachu	మీరుఇప్పుడువెళ్ళవచ్చు	telugu	
sentence	530	61	Please take it	Dayachesi tesukondi	దయచేసి తీసుకోండి	telugu	
sentence	531	61	I like the dog	Naku kukka ante istam	నాకుకుక్కఅంటే ఇష్టం	telugu	
sentence	532	61	Don't favor me	Naku anukulanga undakandi	నాకుఅనుకూలంగా ఉండకండి	telugu	
sentence	533	61	I have my ways	Naku na margalu unnay	నాకునా మార్గాలుఉన్నాయి	telugu	
sentence	534	61	Be comfortable	Soukaryanga undandi	సౌక్ర్ంగా ఉండండి	telugu	
sentence	535	62	Who is guilty?	Evaru doshi?	ఎవరుదోషి?	telugu	
sentence	536	62	What happened?	Emi jarigindi?	ఏమి జరిగింది?	telugu	
sentence	537	62	He did nothing	Ayana emi cheyaledu	ఆయనఏమీ చేయలేదు	telugu	
sentence	538	62	He got us coke	Ayana maku coke tesukunnaru	ఆయనమాకుకోక్ తీసుకునారు	telugu	
sentence	539	62	He has nothing	Ayanaki emi ledu	ఆయనకి ఏమి లేదు	telugu	
sentence	540	62	Don't you know?	Miku teliyada?	మీకుతెల్లయదా?	telugu	
sentence	541	62	Bring some more	Marikonni tesukurandi	మరికొని తీసుకుర్ండి	telugu	
sentence	542	62	Is Idi this pusthakama? a these? book?		ఇది ప్పసక్మా?	telugu	no-romanization
sentence	543	62	What are	Ivi emiti?	ఇవి ఏమిట్ట?	telugu	
sentence	544	62	What are those?	Avi emiti?	అవి ఏమిట్ట?	telugu	
sentence	545	62	Are you a girl?	Nivu adapillava?	నీవ్వఆడపలవా?	telugu	
sentence	546	62	He doesn't open	Ayana teravaru	ఆయనతెర్వరు	telugu	
sentence	547	62	I will not open	Nenu teravanu	నేనుతెర్వను	telugu	
sentence	548	63	Get in !	Lopaliki randi	లోపలి రండి	telugu	
sentence	549	63	Get on the bus !	Bassulo ekkandi	బస్సులో ఎక్కండి	telugu	
sentence	550	63	Get in the car !	Karu loki randi !	కారులోకి రండి !	telugu	
sentence	551	63	Don't be silly !	Verri undakandi	వెర్రిఉండకండి	telugu	
sentence	552	63	That's too bad !	Adi chala anyayam	అది చాలా అన్యాయం!	telugu	
sentence	553	63	May I sit down ?	Nenu kurchovacha ?	నేనుకూర్చోవచ్చా?	telugu	
sentence	554	63	Why are you so ?	Enduku miru antha ?	ఎందుకుమీరుఅంత?	telugu	
sentence	555	63	Do you need it ?	Miku idi kavala ?	మీకుఇది కావాలా?	telugu	
sentence	556	63	How ridiculous !	Enta hasyaspandanga undi !	ఎంతహాస్యాస్పదంగాఉంది !	telugu	
sentence	557	63	How disgusting !	Enta asahyakaramainadi ! !	ఎంతఅసహ్యకరమైనది	telugu	
sentence	558	63	How does he go ?	Ayana ela veltharu ?	ఆయనఎలా వెళ్తారు?	telugu	
sentence	559	63	Where can I go ?	Nenu ekkadiki vellagalanu ?	నేనుఎక్కడికి వెళ్ళగలను?	telugu	
sentence	560	63	Who doesn't go ?	Evaru vellaru ?	ఎవరువెళ్ళరు?	telugu	
sentence	561	63	Don't scold him	Ayanni thittakandi	ఆయని తటక్ండి	telugu	
sentence	562	64	That's not true	Adi nijam kadu	అది నిజంకాదు	telugu	
sentence	563	64	Don't eat often	Tharachuga thinakandi	తర్చుగా తనక్ండి	telugu	
sentence	564	64	I don't give it	Nenu ivvanu	నేనుఇవను	telugu	
sentence	565	64	Shall we leave?	Manam veldama?	మనంవెళామా?	telugu	
sentence	566	64	I Nenu have dinni to do cheyali it		నేనుదీని చేయాల్ల	telugu	no-romanization
sentence	567	64	I may not do it	Nenu cheyakapovachu	నేనుచేయక్పోవచు	telugu	
sentence	568	64	Don't compel me	Nannu balavantham cheyakandi	నను బ్లవంతం చేయక్ండి	telugu	
sentence	569	64	Battery betternow isgone poindi		Battery బాటర్చపోయ్యంది	telugu	no-romanization
sentence	570	64	Much	Ippudu chala manchidi	ఇప్పడుచలా మంచిది	telugu	
sentence	571	64	I like them too	Naku avi nachayi	నాకుఅవి నచయ్య	telugu	
sentence	572	64	I lost my watch	Nenu na gadiyaranni kolpoyanu	నేనునా గడియారాని కోలోయాను	telugu	
sentence	573	64	So, who are you?	Ayte miru evaru?	అయ్యతే మీరుఎవరు?	telugu	
sentence	574	64	It must be true	Adi nijam ayi undali	అది నిజంఅయ్యఉండాల్ల	telugu	
sentence	575	65	We are all here	Memantha ikkada unnam	మేమంతా ఇక్కడఉన్నాం	telugu	
sentence	576	65	Isn't he there ?	Ayana akkada lera ?	ఆయనఅక్కడలేరా?	telugu	
sentence	577	65	Nobody is there	Evaru leru	ఎవరూలేరు	telugu	
sentence	578	65	He became angry	Ayana kopanga unnaru	ఆయనకోపంగా ఉన్నారు	telugu	
sentence	579	65	May I join you ?	Nenu mitho cheravacha ?	నేనుమీతో చేరవచ్చా?	telugu	
sentence	580	65	I don't mind it	Nenu pattinchukonu	నేనుపట్టిచుకోను	telugu	
sentence	581	65	I don't want it	Naku adi akkarledu	నాకుఅది అక్కరలేదు	telugu	
sentence	582	65	I am in trouble	Nenu ibbandullo unnanu	నేనుఇబ్బందుల్లో ఉన్నాను	telugu	
sentence	583	65	No , I don't eat	Ledu nenu thinanu	లేదునేనుతినను	telugu	
sentence	584	65	Who called you ?	Mimmalni evaru pilicharu ?	మిమ్మల్ని ఎవరుపిలిచారు?	telugu	
sentence	585	65	He is listening	Ayana vintunnaru	ఆయనవింటున్నారు	telugu	
sentence	586	65	There is a lamp	Oka deepam undi	ఒకదీపంఉంది	telugu	
sentence	587	65	Don't get angry	Kopam techukokandi	కోపంతెచ్చుకోకండి	telugu	
sentence	588	65	Fix your collar	Mi collar parishkarinchandi	మీ కాలర్నుపరిష్కరించండి	telugu	
sentence	589	66	Mosquito bit me	Nannu doma kuttindi	నన్నుదోమకుట్టింది	telugu	
sentence	590	66	How's it going ?	Ela jaruguthondi	ఎలా జరుగుతోంది?	telugu	
sentence	591	66	Where were you ?	Miru ekkada untiri ?	మీరుఎక్కడఉంటిరి?	telugu	
sentence	592	66	Don't be afraid	Bhayapadakandi	భయపడకండి	telugu	
sentence	593	66	Come let's play	Randi adudam	రండి ఆడుదాం	telugu	
sentence	594	66	Shall we begin ?				no-romanization no-script
sentence	595	66					no-english no-romanization no-script
sentence	596	66					no-english no-romanization no-script
sentence	597	66					no-english no-romanization no-script
sentence	598	66	Don't tell lies	Abadhalu cheppakandi	అబద్ధాలుచెప్పకండి	telugu	
sentence	599	66	Open your mouth	Noru teravandi	నోరుతెరవండి	telugu	
sentence	600	66	That's my fault	Adi na tappu	అది నా తప్పు	telugu	
sentence	601	67	It's on the top	Idi paina undi	ఇది పైనఉంది	telugu	
sentence	602	67	I went with him	Nenu ayanatho vellanu	నేనుఆయనతో వెళ్ళాను	telugu	
sentence	603	67	Are you at home	Miru inti deggare unnara ?	మీరుఇంటి దెగ్గరే ఉన్నారా?	telugu	
sentence	604	67	They called you	Varu mimmalni pilicharu	వారుమిమ్మల్ని పిలిచారు	telugu	
sentence	605	67	She is carrying	Avida mosthunnaru	ఆవిడమోస్తున్నారు	telugu	
sentence	606	67	No , I like curd	Ledu nenu perugini istapadathanu	లేదునేనుపెరుగుని ఇష్టపడతాను	telugu	
sentence	607	67	Do you like it ?	Miku nachinda ?	మీకునచ్చిందా?	telugu	
sentence	608	67	I came train	Nenu railulo vachanu	నేనురైలులో వచ్చాను	telugu	
sentence	609	67	I want to sleep	Nenu nidra povalanukuntunnanu	నేనునిద్రపోవాలనుకుంటున్నాను	telugu	
sentence	610	67	Read the lesson	Patam chadavandi	పాఠంచదవండి	telugu	
sentence	611	67	The gas is over	Gas ayipoindi	గ్యాస్ అయిపోయింది	telugu	
sentence	612	67	I am yet to eat	Nenu inka thinaledu	నేనుఇంకా తినలేదు	telugu	
sentence	613	67	I cannot write	Nenu vrayalenu	నేనువ్రాయలేను	telugu	
sentence	614	68	That is a mango	Idi mamidi	ఇది మామిడి	telugu	
sentence	615	68	Are they tired ?	Varu alasipoyara ?	వారుఅలసిపోయారా?	telugu	
sentence	616	68	I want a camera	Naku camera kavali	నాకుకెమెరా కావాలి	telugu	
sentence	617	68	They play chess	Varu chedarangam adutharu	వారుచెదరంగంఆడుతారు	telugu	
sentence	618	68	They make dolls	Varu bommalu thayaruchestaru	వారుబొమ్మలనుతయారుచేస్తారు	telugu	
sentence	619	68	I teach English	Nenu angla bhasha nerpisthanu	నేనుఆంగ్లభాషనేర్పిస్తాను	telugu	
sentence	620	68	I study English	Nenu anglam chaduvuthanu	నేనుఆంగ్లంచదువుతాను	telugu	
sentence	621	68	This is his pen	Idi ayana kalam	ఇది ఆయనకలం	telugu	
sentence	622	68	How's the	Aaharam ela undi ?	ఆహారంఎలా ఉంది?	telugu	
sentence	623	68	Drive Carefully	Jagrathaga nadapandi	జాగ్రత్తగా నడపండి	telugu	
sentence	624	68	I'm feeling sad	Naku badhaga undi	నాకుబాధగా ఉంది	telugu	
sentence	625	68	See you tonight	E rathriki kaluddam	ఈరాత్రికి కలుద్దాం	telugu	
sentence	626	68	Is it possible ?	Idi sadhyamena ?	ఇది సాధ్యమేనా?	telugu	
sentence	627	68	Sweep the floor	Nelanu thudachandi RCHAND	నేలనుతుదచండి	telugu	
sentence	628	69	That smells bad	Chedu vasana vasthundi	చెడువాసనవస్తుంది	telugu	
sentence	629	69	I don't like it	Idi naku istam ledu	ఇది నాకుఇష్టంలేదు	telugu	
sentence	630	69	This is for you	Idi mi kosam	ఇది మీ కోసం	telugu	
sentence	631	69	I will buy this	Nenu dinni kontanu	నేనుదీన్నికొంటాను	telugu	
sentence	632	69	Can I sit here ?	Nenu ikkada kurchovacha ?	నేనుఇక్కడకూర్చోవచ్చా?	telugu	
sentence	633	69	I need a doctor	Naku oka vaidyudu kavali	నాకుఒకవైద్యుడుకావాలి	telugu	
sentence	634	69	Don't interrupt	Antharayam kaliginchakandi	అంతరాయంకలిగించకండి	telugu	
sentence	635	69	He buys pens	Ayana iravai ayidu pennulu kontaru	ఆయనఇరవై అయిదు పెన్నులుకొంటారు	telugu	
sentence	636	69	Why do you run ?	Miru enduku ?	మీరుఎందుకుపరిగెత్తుతారు?	telugu	
sentence	637	69	Why did he run ?	Ayana enduku parigetharu ?	ఆయనఎందుకుపరిగెత్తారు?	telugu	
sentence	638	69	Are you kidding ?	Miru tamasha chestunnara ?	మీరుతమాషా చేస్తున్నారా?	telugu	
sentence	639	69	Call the police	Policulanu pilavandi	పోలీసులనుపిలవండి	telugu	
sentence	640	69	These are books	Ivi pusthakalu	ఇవి పుస్తకాలు	telugu	
sentence	641	70	I am not a girl	Nenu ammayini kadu	నేనుఅమ్మాయిని కాదు	telugu	
sentence	642	70	It is difficult	Adi kastam	అది కష్టం	telugu	
sentence	643	70	It is wonderful	Idi adbhuthamainadi	ఇది అద్భుతమైనది	telugu	
sentence	644	70	I open the door	Nenu talupu terusthanu	నేనుతలుపుతీరుస్తాను	telugu	
sentence	645	70	I don't get you	Naku miru cheppindi arthamkaledu	నాకుమీరుచెప్పింది అర్థంకాలేదు	telugu	
sentence	646	70	Turn on the tap	Tap on cheyandi	ట్యాప్ ఆన్చేయండి	telugu	
sentence	647	70	Knead the flour				no-romanization no-script
sentence	648	70	Don't abuse him	Ayanni nindinchakandi	ఆయనన్నినిందించకండి	telugu	
sentence	649	70	I live in Delhi	Nenu delhi lo nivasisthunnanu	నేనుఢిల్లీ లో నివసిస్తున్నాను	telugu	
sentence	650	70	We were sitting	Memu kurchunnamu	మేముకూర్చున్నాము	telugu	
sentence	651	70	There was a tap	Oka kulayi undi	ఒకకుళాయి ఉంది	telugu	
sentence	652	70	It is lightning	Adi merupu	అది మెరుపు	telugu	
sentence	653	70	He is shivering	Ayana vanukuthunnaru	ఆయనవణుకుతున్నారు	telugu	
sentence	654	70	I am used to it	Naku adi alavate	నాకుఅది అలవాటే	telugu	
sentence	655	71	You are welcome	Miku svagatham	మీకుస్వాగతం	telugu	
sentence	656	71	It took years	Diniki aaru samvathsaralu pattindi	దీనికిఆరుసంవత్సరాలుపట్టింది	telugu	
sentence	657	71	He seldom walks	Ayana aruduga nadustharu	ఆయనఅరుదుగా నడుస్తారు	telugu	
sentence	658	71	I had been told	Naku cheppabadindi	నాకుచెప్పబడింది	telugu	
sentence	659	71	I never met you	Nenu mimmalni eppudu kalavaledu	నేనుమిమ్మల్ని ఎప్పుడుకలవలేదు	telugu	
sentence	660	71	I must go there	Nenu akkadiki vellali	నేనుఅక్కడికి వెళ్ళాలి	telugu	
sentence	661	71	Rahul has to go	Rahul vellali	రాహుల్ వెళ్ళాలి	telugu	
sentence	662	71	Ram never plays	Ram eppudu aadaru	రామ్ ఎప్పుడుఆడరు	telugu	
sentence	663	71	Turn the tap on	Tap on cheyandi	ట్యాప్ ఆన్ చేయండి	telugu	
sentence	664	71	Nothing special	Prathyekanga emi ledu	ప్రత్యేకంగాఏమీ లేదు	telugu	
sentence	665	71	Clean the floor	Nela shubraparuchumu	నేలశుభ్రపరుచుము	telugu	
sentence	666	71	Nothing , thanks	Emi ledu , dhanyavadalu	ఏమీ లేదు, ధన్యవాదాలు	telugu	
sentence	667	71	Have it , please	Dayachesi idi tesukondi	దయచేసి ఇది తీసుకోండి	telugu	
sentence	668	72	No matter what !	Edi emaina	ఏది ఏమైనా	telugu	
sentence	669	72	I don't believe	Nenu nammanu	నేనునమ్మను	telugu	
sentence	670	72	What do you do ?	Miru emi chestaru ?	మీరుఏమి చేస్తారు?	telugu	
sentence	671	72	I go for a walk	Nenu nadaka kosam veltanu	నేనునడకకోసంవెళ్తాను	telugu	
sentence	672	72	Keep it forever	Eppatiki unchandi	ఎప్పటికీఉంచండి	telugu	
sentence	673	72	I am having fun	Nenu anandisthunnanu	నేనుఆనందిస్తున్నాను	telugu	
sentence	674	72	This is a rumor	Idi oka pukaru	ఇది ఒకపుకారు	telugu	
sentence	675	72	She talks a lot	Avida chala	ఆవిడచాలమాట్లాడుతుంది	telugu	
sentence	676	72	I keep my words	Nenu na mata mida nilabaduthanu	నేనునా మాటమీదనిలబడతాను	telugu	
sentence	677	72	Nothing as such	Alantidemi ledu	అలాంటిదేమీ లేదు	telugu	
sentence	678	72	India will win	Bharatadesham gelustundi	భారతదేశంగెలుస్తుంది	telugu	
sentence	679	72	I had food	Nenu aaharam thinnanu	నేనుఆహారంతిన్నాను	telugu	
sentence	680	72	Don't bother me	Nannu ibbandi pettavaddu	నన్నుఇబ్బంది పెట్టవద్దు	telugu	
sentence	681	73	Who do all know?	Miru enduku telusukovaali ?	మీరుఎందుకుతెలుసుకోవాలి?	telugu	
sentence	682	73	I enjoyed a lot !	Nenu chala anandinchanu	నేనుచాలా ఆనందించాను	telugu	
sentence	683	73	You are mistaken	Miru porapatu paddaru	మీరుపొరపాటుపడ్డారు	telugu	
sentence	684	73	I am proud of it	Nenu garvapaduthunnanu	నేనుగర్వపడుతున్నాను	telugu	
sentence	685	73	Yes , I am happy ?	Avunu nenu santhoshanga unnanu	అవునునేనుసంతోషంగా ఉన్నాను	telugu	
sentence	686	73	Are these books ?	Ivi pusthakala ?	ఇవి పుస్తకాలా?	telugu	
sentence	687	73	I have toothache	Naku dantha noppi undi	నాకుదంతనొప్పిఉంది	telugu	
sentence	688	73	He will not open		Ayana ఆయనతెరవరు teravaru	telugu	no-romanization
sentence	689	73	I am not opening	Nenu teravadam ledu	నేనుతెరవడంలేదు	telugu	
sentence	690	73	Get off the bus !	Bassu nundi digipondi ! !	బస్సునుండి దిగిపోండి	telugu	
sentence	691	73	Give a break !	Naku viramam ivvandi ! !	నాకువిరామంఇవ్వండి	telugu	
sentence	692	73	What can I open ?	Nenu emi teravagalanu ?	నేనుఏమి తెరవగలను?	telugu	
sentence	693	73	How are you now ?	Ippudu miru ela unnaru ?	ఇప్పుడుమీరుఎలా ఉన్నారు?	telugu	
sentence	694	73	Is Shyam coming ?	Shyam vasthunnara ?	శ్యామ్ వస్తున్నారా?	telugu	
sentence	695	74	Who am I to you ?	Nenu miku emi avathanu ?	నేనుమీకుఏమి అవుతాను?	telugu	
sentence	696	74	Not even a bite !	Oka mudda kuda kadu	ఒకముద్దకూడా కాదు	telugu	
sentence	697	74	What's going on ?	Em jaruguthondi ?	ఏంజరుగుతోంది?	telugu	
sentence	698	74	Have a nice day !	Shubha dinam !	శుభదినం!	telugu	
sentence	699	74	Who is that boy ?	A babu evaru ?	ఆబాబుఎవరు?	telugu	
sentence	700	74	Why did you ask ?	Enduku adigaru ?	ఎందుకుఅడిగారు?	telugu	
sentence	701	74	Get out of here !	Ikkada nundi vellipondi ! !	ఇక్కడనుండి వెళ్లిపోండి	telugu	
sentence	702	74	Where do you go ?	Miru ekkadiki velatharu ?	మీరుఎక్కడికి వెళతారు?	telugu	
sentence	703	74	How will you go ?	Miru ela veltaru ?	మీరుఎలా వెళ్తారు?	telugu	
sentence	704	74	Please accept it	Dayachesi angeekarinchu	దయచేసి అంగీకరించండి	telugu	
sentence	705	74	Don't yell at me	Na meeda aravakandi	నా మీదఅరవకండి	telugu	
sentence	706	74	I missed the bus	Nenu bassunu andukolekapoyanu	నేనుబస్సునుఅందుకోలేకపోయాను	telugu	
sentence	707	75	I am his brother	Nenu ayana sodarudini	నేనుఆయనసోదరుడిని	telugu	
sentence	708	75	Can you do this ?	Miru dinni cheyagalara ?	మీరుదీన్నిచేయగలరా?	telugu	
sentence	709	75	I cannot give it	Nenu ivvalenu	నేనుఇవ్వలేను	telugu	
sentence	710	75	I didn't give it	Nenu ivvaledu	నేనుఇవ్వలేదు	telugu	
sentence	711	75	I will not do it	Nenu cheyanu	నేనుచేయను	telugu	
sentence	712	75	You are a genius	Miru medhavi	మీరుమేధావి	telugu	
sentence	713	75	Long time no see		చాలా కాలంచూడలేదు	telugu	no-romanization
sentence	714	75	It is in my home				no-romanization no-script
sentence	715	75	Buy me a new one	Naku krotha danni konandi	నాకుక్రొత్తదాన్ని కొనండి	telugu	
sentence	716	75	Show me this one	Idi naku chupinchandi	ఇది నాకుచూపించండి	telugu	
sentence	717	75	There's one here	Ikkada oakti undi	ఇక్కడఒకటి ఉంది	telugu	
sentence	718	75	Somehow , I got it	Elago naku arthamaindi	ఎలాగో నాకుఅర్థమైంది	telugu	
sentence	719	75	Don't go so fast	Antha veganga vellakandi	అంతవేగంగా వెళ్ళకండి	telugu	
sentence	720	75	Walk the bicycle	Cycle tho nadavandi	సైకిల్ తో నడవండి	telugu	
sentence	721	76	I'm still eating	Nenu inka thintunnanu	నేనుఇంకా తింటున్నాను	telugu	
sentence	722	76	Most of the time	Ekkuva samayam	ఎక్కువసమయం	telugu	
sentence	723	76	Were you eating ?	Miru bhojanam chestundena ?	మీరుభోజనంచేస్తూండేనా?	telugu	
sentence	724	76	Rare opportunity	Arudaina avakasham	అరుదైనఅవకాశం	telugu	
sentence	725	76	It's very urgent	Idi chala athyavasaram	ఇది చాలా అత్యవసరం	telugu	
sentence	726	76	I will try again	Nenu malli prayathnisthanu	నేనుమళ్ళీ ప్రయత్నిస్తాను	telugu	
sentence	727	76	Orange is cheap	Narinja chaukaga untundi	నారింజచౌకగా ఉంటుంది	telugu	
sentence	728	76	She is my sister	Avida na sodari	ఆవిడనా సోదరి	telugu	
sentence	729	76	This is my house	Idi na illu	ఇది నా ఇల్లు	telugu	
sentence	730	76	I could be wrong	Nenu tappu kavochu	నేనుతప్పుకావచ్చు	telugu	
sentence	731	76	Do you know her ?	Miku avida telusa ?	మీకుఆవిడతెలుసా?	telugu	
sentence	732	76	Can you show me ?	Naku chupistara ?	నాకుచూపిస్తారా?	telugu	
sentence	733	76	That's beautiful	Adi andangavundi	అది అందంగావుంది	telugu	
sentence	734	77	Is that too big ?	Adi chala peddada ?	అది చాలా పెద్దదా?	telugu	
sentence	735	77	If so , it's okay	Ala ayithe , adi sare	అలా అయితే , అది సరే	telugu	
sentence	736	77	Give this to her	Idi avidaku ivvandi	ఇది ఆవిడకుఇవ్వండి	telugu	
sentence	737	77	I can't hear you	Naku mi mata vinipinchadamledu	నాకుమీ మాటవినిపించడంలేదు	telugu	
sentence	738	77	Nothing but this	Idi tappa mari yemi ledu	ఇది తప్పమరేమీ లేదు	telugu	
sentence	739	77	I care about you	Nenu mi gurinchi pattinchukuntanı	నేనుమీ గురించి పట్టించుకుంటాను	telugu	
sentence	740	77	It's upside down	Idi thalakrinduluga undi	ఇది తలక్రిందులుగాఉంది	telugu	
sentence	741	77	I have no choice	Naku vere margam ledu	నాకువేరే మార్గంలేదు	telugu	
sentence	742	77	I wanna buy this	Nenu dinni konalanukuntunnanu	నేనుదీన్నికొనాలనుకుంటున్నాను	telugu	
sentence	743	77	Blow the balloon	Gali budaga udandi	గాలి బుడగఊదండి	telugu	
sentence	744	77	What is he like ?	Ayana ela untaru ?	ఆయనఎలా ఉంటారు?	telugu	
sentence	745	77	Can I try it on ?	Nenu kastha prayathninchavacha ?	నేనుకాస్తప్రయత్నించవచ్చా?	telugu	
sentence	746	77	He remembers you	Ayana mimmalni gurtunchukuntaru	ఆయనమిమ్మల్ని గుర్తుంచుకుంటారు	telugu	
sentence	747	77	I don't like tea	Naku chai istam ledu	నాకుచాయ్ లేదు	telugu	
sentence	748	78	What do you ask ?	Miru emi adugutharu ?	మీరుఏమి అడుగుతారు?	telugu	
sentence	749	78	How many people ?	Enta mandi ?	ఎంతమంది ?	telugu	
sentence	750	78	What is written ?	Emi vrayabadindi	ఏమి వ్రాయబడింది?	telugu	
sentence	751	78	How is everyone ?	Prathiokkaru ela unnaru ?	ప్రతిఒక్కరు, ఎలా ఉన్నారు?	telugu	
sentence	752	78	What to eat now ?	Ippudu emi thinali ?	ఇప్పుడుఏమి తినాలి?	telugu	
sentence	753	78	Don't make noise	Shabdham cheyakandi	శబ్దంచేయకండి	telugu	
sentence	754	78	This is not true	Idi nijam kadu	ఇది నిజంకాదు	telugu	
sentence	755	78	What you do say ?	Miru emi chebutharu ?	మీరుఏమి చెబుతారు?	telugu	
sentence	756	78	We have no money	Maku dabbu ledu	మాకుడబ్బులేదు	telugu	
sentence	757	78	This is her book	Idi avida pusthakam	ఇది ఆవిడా పుస్తకం	telugu	
sentence	758	78	This is my watch	Idi na gadiyaram	ఇది నా గడియారం	telugu	
sentence	759	78	She is asking me	Avida nannu aduguthondi	ఆవిడా నన్నుఅడుగుతోంది.	telugu	
sentence	760	78	He will be there	Ayana akkada untaru	ఆయనఅక్కడఉంటారు	telugu	
sentence	761	79	I agree with you	Nenu mitho angeekaristhunnanu	నేనుమీతో అంగీక్రిసునాను	telugu	
sentence	762	79	May I stay here?	Nenu ikkade undavacha?	నేనుఇక్డే ఉండవచ?	telugu	
sentence	763	79	Are you at home?	Miru intlone unnara?	మీరుఇంటోనే ఉనారా?	telugu	
sentence	764	79	I need your help		Naku నాకుమీ mi సహాయం sahayam kavali కావాల్ల	telugu	no-romanization
sentence	765	79	Nothing happened	Emi jaragaledu	ఏమీ జర్గలేదు	telugu	
sentence	766	79	Why is he angry?	Ayana enduku kopangaunnaru?	ఆయనఎందుకుకోపంగా ఉనారు?	telugu	
sentence	767	79	I come with you	Nenu mitho vasthanu	నేనుమీతో వసాను	telugu	
sentence	768	79	Yes, he is there	Avunu, athanu akkada unnaru	అవ్వను, అతనుఅక్డఉనారు	telugu	
sentence	769	79	No, I am not sad	Ledu, naku badhaga ledu	లేదు, నాకుబాధగా లేదు	telugu	
sentence	770	79	What do you buy?	Miru emi kontaru?	మీరుఏమి కొంటారు?	telugu	
sentence	771	79	I buy vegetables	Nenu kooragayalu kontanu	నేనుకూర్గాయలుకొంటాను	telugu	
sentence	772	79	What do they do?	Varu emi chestaru?	వారుఏమి చేసారు?	telugu	
sentence	773	79	I write a letter	Nenu oka lekha rasthanu	నేనుఒక్ లేఖరాసాను	telugu	
sentence	774	79	Yes, I have taken	Avunu nenu teesukunnanu	అవునునేనుతీసుకున్నాను	telugu	
sentence	775	80	I don't like her	Nenu avidani istapadanu -- End - Other Books All of other language books This book is designed for those who are interested in learning Spoken 2000 Hindi . This book has 2000 Hindi words & sentences (1000 words & 1000 Words Sentences Hindi ( 1000Sentencesl &	నేనుఆవిడని ఇష్టపడను	telugu	
